Title,Release Year,Runtime,Budget,CPI Budget,Revenue,CPI budget,Budget Type,Genres
Blues for Life,2016,111,"750,000.00","1,007,187.50","2,000,000.00","1,753,467.00",Low,"Action, Drama"
A United Kingdom,2016,111,"14,000,000.00","18,800,833.33","13,819,139.00","32,731,375.00",Mid,"Drama, History"
The Choice,2016,111,"10,000,000.00","13,429,166.67","18,730,891.00","23,379,553.00",Mid,"Drama, Romance"
Almost Christmas,2016,111,"17,000,000.00","22,829,583.33","42,487,325.00","39,745,241.00",Mid,"Comedy, Drama"
Moonlight,2016,111,"4,000,000.00","5,371,666.67","65,046,687.00","9,351,821.00",Low,Drama
Why Him?,2016,111,"38,000,000.00","51,030,833.33","118,102,725.00","88,842,303.00",High,Comedy
Midnight Special,2016,112,"18,000,000.00","24,172,500.00","6,740,647.00","42,083,196.00",Mid,"Adventure, Drama, Science Fiction"
Whiskey Tango Foxtrot,2016,112,"35,000,000.00","47,002,083.33","23,083,334.00","81,828,437.00",High,"Comedy, Drama, War"
Barbershop: The Next Cut,2016,112,"20,000,000.00","26,858,333.33","55,030,051.00","46,759,107.00",Mid,"Comedy, Drama"
The 5th Wave,2016,112,"38,000,000.00","51,030,833.33","109,906,372.00","88,842,303.00",High,"Science Fiction, Adventure, Action"
The Girl on the Train,2016,112,"45,000,000.00","60,431,250.00","173,185,859.00","105,207,991.00",High,"Thriller, Mystery, Drama, Crime"
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112,"135,000,000.00","181,293,750.00","245,623,848.00","315,623,972.00",High,"Action, Adventure, Comedy, Family, Science Fiction"
I'm Not Ashamed,2016,113,"1,500,000.00","2,014,375.00","2,100,000.00","3,506,933.00",Low,Drama
Criminal,2016,113,"31,500,000.00","42,301,875.00","14,708,696.00","73,645,594.00",High,"Action, Crime, Science Fiction"
Billy Lynn's Long Halftime Walk,2016,113,"40,000,000.00","53,716,666.67","30,930,984.00","93,518,214.00",High,"Drama, War"
Alice Through the Looking Glass,2016,113,"170,000,000.00","228,295,833.33","299,457,024.00","397,452,409.00",High,"Adventure, Family, Fantasy"
War Dogs,2016,114,"40,000,000.00","53,716,666.67","86,234,523.00","93,518,214.00",High,"Comedy, Crime, Drama"
The Huntsman: Winter's War,2016,114,"115,000,000.00","154,435,416.67","164,989,338.00","268,864,865.00",High,"Action, Adventure, Drama"
Triple 9,2016,115,"20,000,000.00","26,858,333.33","12,639,297.00","46,759,107.00",Mid,"Action, Crime, Adventure, Thriller"
The Founder,2016,115,"15,000,000.00","20,143,750.00","24,121,245.00","35,069,330.00",Mid,"Drama, History"
Doctor Strange,2016,115,"180,000,000.00","241,725,000.00","676,343,174.00","420,831,963.00",High,"Action, Adventure, Fantasy"
Everybody Wants Some!!,2016,116,"10,000,000.00","13,429,166.67","3,400,278.00","23,379,553.00",Mid,Comedy
Bleed for This,2016,116,"6,000,000.00","8,057,500.00","6,174,491.00","14,027,732.00",Low,Drama
The Nice Guys,2016,116,"50,000,000.00","67,145,833.33","62,788,218.00","116,897,767.00",High,"Comedy, Crime, Action"
Arrival,2016,116,"47,000,000.00","63,117,083.33","203,388,186.00","109,883,901.00",High,"Drama, Science Fiction, Mystery"
Assassin's Creed,2016,116,"125,000,000.00","167,864,583.33","240,697,856.00","292,244,419.00",High,"Action, Adventure, Science Fiction"
Passengers,2016,116,"110,000,000.00","147,720,833.33","303,144,152.00","257,175,088.00",High,"Drama, Romance, Science Fiction"
Nocturnal Animals,2016,117,"22,500,000.00","30,215,625.00","29,252,978.00","52,603,995.00",Mid,"Drama, Thriller"
The Finest Hours,2016,117,"80,000,000.00","107,433,333.33","52,099,090.00","187,036,428.00",High,"Action, Drama, History, Thriller"
The BFG,2016,117,"140,000,000.00","188,008,333.33","195,243,411.00","327,313,749.00",High,"Adventure, Family, Fantasy"
Ghostbusters,2016,117,"144,000,000.00","193,380,000.00","229,147,509.00","336,665,570.00",High,"Action, Fantasy, Comedy"
Paterson,2016,118,"5,000,000.00","6,714,583.33","2,152,738.00","11,689,777.00",Low,"Drama, Romance, Comedy"
The Neon Demon,2016,118,"7,000,000.00","9,400,416.67","3,377,430.00","16,365,687.00",Low,"Thriller, Horror"
Captain Fantastic,2016,118,"5,000,000.00","6,714,583.33","23,123,592.00","11,689,777.00",Low,"Adventure, Drama"
Mother's Day,2016,118,"25,000,000.00","33,572,916.67","48,782,670.00","58,448,884.00",Mid,"Comedy, Drama, Romance"
Lion,2016,118,"12,000,000.00","16,115,000.00","140,312,928.00","28,055,464.00",Mid,Drama
Jack Reacher: Never Go Back,2016,118,"60,000,000.00","80,575,000.00","162,146,076.00","140,277,321.00",High,"Action, Thriller"
20th Century Women,2016,119,"7,000,000.00","9,400,416.67","5,664,764.00","16,365,687.00",Low,Drama
Miracles from Heaven,2016,119,"16,000,000.00","21,486,666.67","73,983,359.00","37,407,286.00",Mid,"Family, Drama"
Believe,2016,120,"3,500,000.00","4,700,208.33","890,303.00","8,182,844.00",Low,Drama
The Young Messiah,2016,120,"18,500,000.00","24,843,958.33","6,490,401.00","43,252,174.00",Mid,"Drama, History"
The Birth of a Nation,2016,120,"8,500,000.00","11,414,791.67","15,861,566.00","19,872,620.00",Low,Drama
Allegiant,2016,120,"110,000,000.00","147,720,833.33","179,246,868.00","257,175,088.00",High,"Adventure, Science Fiction, Action, Mystery"
Independence Day: Resurgence,2016,120,"165,000,000.00","221,581,250.00","389,681,935.00","385,762,633.00",High,"Action, Adventure, Science Fiction"
Gold,2016,121,"20,000,000.00","26,858,333.33","14,880,939.00","46,759,107.00",Mid,"Adventure, Drama, Thriller"
God's Not Dead 2,2016,121,"5,000,000.00","6,714,583.33","23,507,567.00","11,689,777.00",Low,Drama
Inferno,2016,121,"75,000,000.00","100,718,750.00","220,021,259.00","175,346,651.00",High,"Mystery, Thriller, Action"
Star Trek Beyond,2016,122,"185,000,000.00","248,439,583.33","343,471,816.00","432,521,740.00",High,"Action, Adventure, Science Fiction"
I Saw the Light,2016,123,"13,000,000.00","17,457,916.67","1,646,788.00","30,393,420.00",Mid,"Music, Drama"
Loving,2016,123,"9,000,000.00","12,086,250.00","8,996,802.00","21,041,598.00",Mid,"Drama, Romance"
Bridget Jones's Baby,2016,123,"35,000,000.00","47,002,083.33","211,952,420.00","81,828,437.00",High,"Comedy, Romance"
Jason Bourne,2016,123,"120,000,000.00","161,150,000.00","415,484,914.00","280,554,642.00",High,"Action, Thriller, Mystery, Drama"
Warcraft,2016,123,"160,000,000.00","214,866,666.67","433,677,183.00","374,072,856.00",High,"Action, Adventure, Fantasy"
Suicide Squad,2016,123,"175,000,000.00","235,010,416.67","746,846,894.00","409,142,186.00",High,"Action, Adventure, Fantasy"
Queen of Katwe,2016,124,"15,000,000.00","20,143,750.00","10,367,161.00","35,069,330.00",Mid,Drama
Allied,2016,124,"85,000,000.00","114,147,916.67","119,520,023.00","198,726,205.00",High,"Action, Drama, War, Romance, Thriller"
A Quiet Passion,2016,125,"8,138,338.00","10,929,109.74","1,864,266.00","19,027,071.00",Low,Drama
Ben-Hur,2016,125,"100,000,000.00","134,291,666.67","94,061,311.00","233,795,535.00",High,"Action, History, Adventure, Drama"
Rules Don't Apply,2016,127,"25,000,000.00","33,572,916.67","3,885,342.00","58,448,884.00",Mid,"Romance, Comedy, Drama"
The Infiltrator,2016,127,"28,000,000.00","37,601,666.67","21,011,110.00","65,462,750.00",Mid,"Crime, Drama, Thriller"
Gods of Egypt,2016,127,"140,000,000.00","188,008,333.33","150,680,864.00","327,313,749.00",High,"Action, Adventure, Fantasy"
Hidden Figures,2016,127,"25,000,000.00","33,572,916.67","235,956,898.00","58,448,884.00",Mid,"Drama, History"
Miss Peregrine's Home for Peculiar Children,2016,127,"110,000,000.00","147,720,833.33","296,482,446.00","257,175,088.00",High,"Fantasy, Adventure"
USS Indianapolis: Men of Courage,2016,128,"40,000,000.00","53,716,666.67","2,158,568.00","93,518,214.00",High,"Action, War"
The Accountant,2016,128,"44,000,000.00","59,088,333.33","155,160,045.00","102,870,035.00",High,"Crime, Thriller, Drama"
Live by Night,2016,129,"108,000,000.00","145,035,000.00","22,678,555.00","252,499,178.00",High,"Crime, Drama, Thriller"
Now You See Me 2,2016,129,"90,000,000.00","120,862,500.00","334,901,337.00","210,415,981.00",High,"Crime, Thriller, Action, Mystery"
La La Land,2016,129,"30,000,000.00","40,287,500.00","447,407,695.00","70,138,660.00",High,"Comedy, Drama, Romance, Music"
The Magnificent Seven,2016,132,"90,000,000.00","120,862,500.00","162,360,636.00","210,415,981.00",High,"Adventure, Action, Western"
Fantastic Beasts and Where to Find Them,2016,132,"180,000,000.00","241,725,000.00","809,342,332.00","420,831,963.00",High,"Fantasy, Adventure, Family"
Miss Sloane,2016,133,"13,000,000.00","17,457,916.67","9,101,546.00","30,393,420.00",Mid,"Drama, Crime"
The Promise,2016,133,"90,000,000.00","120,862,500.00","12,448,676.00","210,415,981.00",High,"History, Romance, Drama"
The Light Between Oceans,2016,133,"20,000,000.00","26,858,333.33","25,975,621.00","46,759,107.00",Mid,"Drama, Romance"
Patriots Day,2016,133,"45,000,000.00","60,431,250.00","50,548,152.00","105,207,991.00",High,"Action, Crime, Drama, History, Thriller"
Rogue One: A Star Wars Story,2016,133,"200,000,000.00","268,583,333.33","1,056,057,273.00","467,591,070.00",High,"Action, Adventure, Science Fiction"
Race,2016,134,"5,000,000.00","6,714,583.33","24,804,129.00","11,689,777.00",Low,"Drama, History"
Snowden,2016,134,"40,000,000.00","53,716,666.67","37,357,216.00","93,518,214.00",High,"Drama, History, Crime, Thriller"
The Conjuring 2,2016,134,"40,000,000.00","53,716,666.67","321,834,351.00","93,518,214.00",High,"Horror, Thriller"
Manchester by the Sea,2016,138,"9,000,000.00","12,086,250.00","78,988,148.00","21,041,598.00",Mid,Drama
Fences,2016,139,"24,000,000.00","32,230,000.00","64,414,761.00","56,110,928.00",Mid,Drama
Hacksaw Ridge,2016,139,"40,000,000.00","53,716,666.67","175,302,354.00","93,518,214.00",High,"Drama, History, War"
Free State of Jones,2016,140,"50,000,000.00","67,145,833.33","25,035,950.00","116,897,767.00",High,"Action, Drama, History, War"
13 Hours: The Secret Soldiers of Benghazi,2016,144,"50,000,000.00","67,145,833.33","69,411,370.00","116,897,767.00",High,"War, Action, History, Drama"
X-Men: Apocalypse,2016,144,"178,000,000.00","239,039,166.67","543,934,787.00","416,156,052.00",High,"Action, Adventure, Science Fiction, Fantasy"
Captain America: Civil War,2016,147,"250,000,000.00","335,729,166.67","1,155,046,416.00","584,488,837.00",High,"Adventure, Action, Science Fiction"
Batman v Superman: Dawn of Justice,2016,152,"250,000,000.00","335,729,166.67","873,637,528.00","584,488,837.00",High,"Action, Adventure, Fantasy"
Silence,2016,161,"46,000,000.00","61,774,166.67","23,737,523.00","107,545,946.00",High,"Drama, History"
American Honey,2016,163,"3,500,000.00","4,700,208.33","2,290,649.00","8,182,844.00",Low,Drama
Batman and Harley Quinn,2017,74,"3,500,000.00","4,602,407.18","39,091.00","4,846,387.00",Low,"Adventure, Action, Animation, Science Fiction, Comedy"
Street Hoopz,2017,82,"50,000.00","65,748.67","564,000.00","69,234.00",Low,"Action, Crime, Drama"
PGS - Intuition is your Personal Guidance System,2017,83,"1,250,000.00","1,643,716.85","35,423.00","1,730,853.00",Low,Documentary
Heartthrob,2017,86,"4,000,000.00","5,259,893.92","90,000,000.00","5,538,728.00",Low,"Drama, Romance, Thriller"
The Emoji Movie,2017,86,"50,000,000.00","65,748,674.01","216,909,830.00","69,234,105.00",Mid,"Animation, Family, Comedy"
Revolt,2017,87,"4,000,000.00","5,259,893.92","24,416.00","5,538,728.00",Low,"Science Fiction, Action"
Acts of Vengeance,2017,87,"10,000,000.00","13,149,734.80","320,705.00","13,846,821.00",Low,"Thriller, Action, Drama"
Phoenix Forgotten,2017,87,"2,800,000.00","3,681,925.74","3,600,000.00","3,877,110.00",Low,"Horror, Mystery, Science Fiction"
Table 19,2017,87,"5,000,000.00","6,574,867.40","5,042,014.00","6,923,411.00",Low,"Comedy, Drama"
Inhumans: The First Chapter,2017,88,"80,000,000.00","105,197,878.42","2,600,000.00","110,774,568.00",High,"Science Fiction, Action, Adventure"
Cops and Robbers,2017,88,"5,500,000.00","7,232,354.14","5,500,000.00","7,615,752.00",Low,"Action, Crime"
The House,2017,88,"40,000,000.00","52,598,939.21","34,200,000.00","55,387,284.00",Mid,Comedy
David Lynch: The Art Life,2017,89,"179,554.00","236,108.75","311,470.00","248,625.00",Low,Documentary
47 Meters Down,2017,89,"5,500,000.00","7,232,354.14","62,198,461.00","7,615,752.00",Low,"Thriller, Adventure, Horror"
Captain Underpants: The First Epic Movie,2017,89,"38,000,000.00","49,968,992.25","125,427,681.00","52,617,920.00",Mid,"Action, Animation, Comedy, Family"
Smurfs: The Lost Village,2017,89,"60,000,000.00","78,898,408.81","197,183,546.00","83,080,926.00",High,"Family, Adventure, Animation, Comedy"
Female Fight Squad,2017,90,"2,000,000.00","2,629,946.96","22,253.00","2,769,364.00",Low,Action
Havas,2017,90,"10,000.00","13,149.73","100,000.00","13,847.00",Low,Drama
Valley of Bones,2017,90,"3,000,000.00","3,944,920.44","168,738.00","4,154,046.00",Low,"Western, Crime, Thriller"
Active Shooter,2017,90,"150,000.00","197,246.02","250,000.00","207,702.00",Low,"Documentary, Crime"
Free Fire,2017,90,"7,000,000.00","9,204,814.36","3,719,383.00","9,692,775.00",Low,"Action, Crime, Mystery"
The Wall,2017,90,"3,000,000.00","3,944,920.44","4,500,000.00","4,154,046.00",Low,"War, Thriller, Drama"
Wish Upon,2017,90,"12,000,000.00","15,779,681.76","14,301,505.00","16,616,185.00",Low,"Horror, Thriller, Fantasy"
Anthony Joshua vs. Carlos Takam,2017,90,"5,000,000.00","6,574,867.40","34,134,173.00","6,923,411.00",Low,Action
Snatched,2017,90,"42,000,000.00","55,228,886.17","60,845,711.00","58,156,648.00",Mid,"Action, Comedy"
Despicable Me 3,2017,90,"80,000,000.00","105,197,878.42","1,031,552,585.00","110,774,568.00",High,"Action, Animation, Comedy, Family, Adventure"
The Vault,2017,91,"5,000,000.00","6,574,867.40","5,728.00","6,923,411.00",Low,"Horror, Thriller"
Band Aid,2017,91,"10,000,000.00","13,149,734.80","248,370.00","13,846,821.00",Low,"Comedy, Drama, Music"
The Recall,2017,91,"5,000,000.00","6,574,867.40","1,319,566.00","6,923,411.00",Low,"Science Fiction, Horror"
Cult of Chucky,2017,91,"6,500,000.00","8,547,327.62","2,200,000.00","9,000,434.00",Low,"Horror, Thriller"
Just Getting Started,2017,91,"22,000,000.00","28,929,416.56","6,069,605.00","30,463,006.00",Mid,"Action, Comedy"
It Comes at Night,2017,91,"5,000,000.00","6,574,867.40","19,280,931.00","6,923,411.00",Low,"Drama, Horror, Mystery"
Diary of a Wimpy Kid: The Long Haul,2017,91,"22,000,000.00","28,929,416.56","40,120,144.00","30,463,006.00",Mid,"Comedy, Family"
Fist Fight,2017,91,"22,000,000.00","28,929,416.56","41,087,017.00","30,463,006.00",Mid,Comedy
The Nut Job 2: Nutty by Nature,2017,91,"40,000,000.00","52,598,939.21","65,146,020.00","55,387,284.00",Mid,"Animation, Family, Adventure, Comedy"
Dead Trigger,2017,92,"10,000,000.00","13,149,734.80","151,493.00","13,846,821.00",Low,"Action, Horror"
Aftermath,2017,92,"10,500,000.00","13,807,221.54","840,809.00","14,539,162.00",Low,"Drama, Thriller"
Deep,2017,92,"6,000,000.00","7,889,840.88","10,972,300.00","8,308,093.00",Low,"Animation, Family, Adventure"
The Son of Bigfoot,2017,92,"30,000,000.00","39,449,204.41","46,372,519.00","41,540,463.00",Mid,"Family, Animation, Comedy"
Jigsaw,2017,92,"10,000,000.00","13,149,734.80","102,952,888.00","13,846,821.00",Low,"Horror, Mystery, Thriller"
A Ghost Story,2017,93,"100,000.00","131,497.35","1,929,659.00","138,468.00",Low,"Fantasy, Drama"
I Am Not Your Negro,2017,93,"1,000,000.00","1,314,973.48","7,123,919.00","1,384,682.00",Low,Documentary
Overdrive,2017,93,"28,210,303.00","37,095,800.31","11,247,280.00","39,062,302.00",Mid,"Thriller, Action, Mystery"
The Beguiled,2017,93,"10,500,000.00","13,807,221.54","27,397,655.00","14,539,162.00",Low,Drama
Pitch Perfect 3,2017,93,"45,000,000.00","59,173,806.61","184,724,494.00","62,310,695.00",Mid,"Comedy, Music"
Apostasy,2017,94,"500,000.00","657,486.74","434,336.00","692,341.00",Low,Drama
The Ritual,2017,94,"1,000,000.00","1,314,973.48","1,786,396.00","1,384,682.00",Low,"Horror, Thriller, Mystery"
The Humanity Bureau,2017,94,"6,000,000.00","7,889,840.88","17,544,173.00","8,308,093.00",Low,"Action, Science Fiction, Adventure"
Lady Bird,2017,94,"10,000,000.00","13,149,734.80","78,966,486.00","13,846,821.00",Low,"Drama, Comedy"
Kidnap,2017,95,"21,000,000.00","27,614,443.08","30,718,107.00","29,078,324.00",Mid,"Drama, Thriller"
Sleepless,2017,95,"30,000,000.00","39,449,204.41","32,540,674.00","41,540,463.00",Mid,"Action, Crime, Thriller"
Loving Vincent,2017,95,"5,500,000.00","7,232,354.14","42,187,665.00","7,615,752.00",Low,"Animation, Drama, Mystery, History"
The Dark Tower,2017,95,"60,000,000.00","78,898,408.81","113,231,078.00","83,080,926.00",High,"Fantasy, Action, Science Fiction"
The Bye Bye Man,2017,96,"7,400,000.00","9,730,803.75","26,667,197.00","10,246,648.00",Low,"Horror, Thriller"
"Everything, Everything",2017,96,"10,000,000.00","13,149,734.80","61,621,140.00","13,846,821.00",Low,"Drama, Romance"
Going in Style,2017,96,"25,000,000.00","32,874,337.01","84,618,541.00","34,617,053.00",Mid,"Crime, Comedy"
Home Again,2017,97,"12,000,000.00","15,779,681.76","27,020,284.00","16,616,185.00",Low,"Comedy, Drama, Romance"
Happy Death Day,2017,97,"4,800,000.00","6,311,872.71","125,479,266.00","6,646,474.00",Low,"Horror, Mystery, Comedy"
The Boss Baby,2017,97,"125,000,000.00","164,371,685.03","527,965,936.00","173,085,263.00",High,"Animation, Comedy, Family"
Before I Fall,2017,98,"5,000,000.00","6,574,867.40","18,900,000.00","6,923,411.00",Low,"Drama, Mystery, Thriller, Fantasy"
Cartels,2017,99,"7,000,000.00","9,204,814.36","37,766.00","9,692,775.00",Low,"Crime, Action"
Lowriders,2017,99,"916,000.00","1,204,515.71","6,179,955.00","1,268,369.00",Low,"Drama, Action, Crime"
My Little Pony: The Movie,2017,99,"6,000,000.00","7,889,840.88","61,294,644.00","8,308,093.00",Low,"Family, Animation, Adventure, Fantasy"
Savage,2017,100,"11,000.00","14,464.71","29,700.00","15,232.00",Low,"Comedy, Drama"
Jeepers Creepers 3,2017,100,"6,200,000.00","8,152,835.58","4,017,852.00","8,585,029.00",Low,"Horror, Mystery, Thriller"
An Inconvenient Sequel: Truth to Power,2017,100,"1,000,000.00","1,314,973.48","5,398,976.00","1,384,682.00",Low,Documentary
Let There Be Light,2017,100,"3,000,000.00","3,944,920.44","7,240,000.00","4,154,046.00",Low,Drama
Unforgettable,2017,100,"12,000,000.00","15,779,681.76","17,768,012.00","16,616,185.00",Low,"Drama, Thriller"
CHiPS,2017,100,"25,000,000.00","32,874,337.01","26,800,152.00","34,617,053.00",Mid,"Action, Comedy, Crime"
Daddy's Home 2,2017,100,"69,000,000.00","90,733,170.13","180,613,180.00","95,543,065.00",High,Comedy
A Dog's Purpose,2017,100,"22,000,000.00","28,929,416.56","205,035,819.00","30,463,006.00",Mid,"Adventure, Comedy, Fantasy, Family, Drama"
Wonder Wheel,2017,101,"25,000,000.00","32,874,337.01","15,366,466.00","34,617,053.00",Mid,"Drama, Romance"
Gifted,2017,101,"7,000,000.00","9,204,814.36","40,343,446.00","9,692,775.00",Low,"Drama, Comedy"
Rough Night,2017,101,"20,000,000.00","26,299,469.60","45,056,771.00","27,693,642.00",Mid,"Drama, Comedy"
